,text,airline_sentiment
7784,@jetblue we want room and food allowances. agents are refusing to give us vouchers to use at rooms we book ourselves.,-1
7785,@jetblue send more service agents so all the stranded passengers can be helped!!!,-1
7786,@jetblue hopefully this flight seattle to boston 2pm will have wifi. our first one did not and we had to entertain ourselves! lizaapproved,-1
7787,@jetblue good to hear. thx for being responsive.,1
7788,@jetblue yup. mco. 82!!,0
7789,@jetblue hey! check it out!! it is snowing in boston. who could have predicted such a thing?! ,0
7790,@jetblue as a customer it feels like i should stick to airlines other than jet blue. i travel for my work for past 5 years never seen 70,-1
7791,cool thx! only a couple more pgashow flights til I am mosaic...cannot wait. will be easier to change flights when weathers bad@jetblue,1
7792,@jetblue phew!! did it!! (pant. wheeze) ,0
7793,@jetblue thanks so much for help us u r amazing!,1
7794,@jetblue thanks it is for next weekend though so my guess is it will only go higher.,0
7795,@jetblue kudos! and we are done and heading to warmer weather!,1
7796,@jetblue actually flight 1089 not 1098,0
7797,@jetblue bos to dca 1098 at 7:16 pm.,0
7798,@jetblue I have been in pricing for 8 years to know that 70 bucks a seat is criminal. 2030 i understand. pricing flying jetblue pricewise,-1
7799,@jetblue cough awkward!,-1
7800,@jetblue you guys need live chat.,-1
7801,@jetblue it was but obviously it was not linked as there is nothing there when i tried to book with it.,-1
7802,@jetblue awesome! thank you! ;),1
7803,@jetblue can i bring a compact folding chair like this in a checked bag? ,0
7804,@jetblue quick ? why is a person traveling w  a mosaic not get the green tag? does not make sense i end up waitin 4 my sons bag anyway :,-1
7805,@jetblue got it wish they would communicate more w us,-1
7806,@jetblue continuing you record of never having a flight leave on time. add up how much time with with my family you have cost me. jetblue,-1
7807,@jetblue using jetblue miles?,0
7808,@jetblue i guess i have to redo the flight booking problems. ugh!,-1
7809,@jetblue that sucks. oh well.,-1
7810,@jetblue she is standing here on her cell no announcements no info thismosaicnothappy,-1
7811,@jetblue using jetblue air miles?,0
7812,@jetblue someone is here but has no info smh one bag came off  and then nothing,-1
7813,@jetblue there is is nothing there because apparently i have to connect them for that to be true.,-1
7814,@jetblue hello! can you tell me if you currently fly to hawaii? thanks!,0
7815,@jetblue can u see what is holding up flt 1002 bags? one bag came out nothing else for 10 minutes,-1
7816,@jetblue why would not you just credit it right to my account instead of having a separate sign on. that seems pretty ridiculous.,-1
7817,@jetblue thanks for update ,1
7818,@jetblue i clear that folder regularly and jetblue is white listed so it never got to me.,0
7819,@jetblue i cannot call right now. my baby just fell asleep.,0
7820,@jetblue @amybruni @directtv but of course! :) bestdressed bluecarpet,1
7821,@jetblue it seems i never received an id just a password.,-1
7822,@jetblue yesterdays deal?,0
7823,@jetblue so yesterday a flight i wanted to chicago was on sale within my points range and today it is not. any way you guys can still honor,0
7824,@jetblue i have an email that says i have to sign on to the travel bank?  how do i that?,0
7825,@jetblue yes last month when boston got the first big snow storm and my flight was cancelled flightled.,-1
7826,@jetblue where did my travel bank credit go?  i cannot call you right now.,-1
7827,@jetblue offered me a complimentary drink for switching seats. stewardess asked for my age amp; i said 30. we giggled. goodgenes ilookyoung,1
7828,@jetblue thanks. still booked our trip 31317 lb to slc to see grand kids.  just very frustrating. tried app web etc. still love u guys!,1
7829,@jetblue thank you! I am excited to fly with you for the first time.,1
7830,thank u  @jetblue: @itslaloca but of course! safety is always 1st!  we will make sure to handle her with care and love!  :),1
7831,@jetblue kudos to jetblue social media team for jumping in an helping me out during the last snow storm while web site was down..thanks!!,1
7832,@jetblue love your airline...hate your website.  just tried to book 2 tickets (1 w miles 1 wout).  absolute joke.   needs a lot of work!,-1
7833,@jetblue  what are your rules on checked baggage and carry ons from slc to sjo?,0
7834,@jetblue thanks so much for your condolences and quick response. it is very much appreciated,1
7835,@jetblue @viraltech creates institutional quality machine driven jetblue revenue predictive analytics and forecasts using public big data ;),0
7836,@jetblue thank you alicia!  exceptionalservice,1
7837,@jetblue yes we have de baggage claim I am so sad for the baggage and how they treat us  please we need that baggage,-1
7838,@jetblue my moms baggage is lost in fly 1557 fort lauderdalebogot today colombian employees treated us badly  need help please,-1
7839,@jetblue no changes made. my sons pass printed on same conf . just mine not print after i expressed disapptment w jetblue,-1
7840,@jetblue cancelled flighted ,-1
7841,@jetblue you have very unhappy customer. after waiting 20 min on hold rude amp; uncaring rep has now frozen my acct. cannot print bdng pass!,-1
7842,@jetblue minutes to spare.,0
7843,@jetblue the first place but i really did not need the extra stress at this already terrible time. oh by the way i made the flight with 30,-1
7844,@jetblue that i missed my flight. i had to book this flight extremely last minute due to a family death there is no excuse for attitude in,-1
7845,@jetblue serious attitude. i was in the fault for running a tad behind but before she even knew my name or my flight info she assured me,-1
7846,@jetblue i fly wu as much as i can however your kiosks were broken in syr and there was 1 woman working the ticket counter.. she had a,-1
7847,@jetblue even 5 years after the earthquake...haiti still needs helps in rebuilding flyingitforward,0
7848,@jetblue thanks. i chatted with a nice fella about it and he gave me the lowdown.,1
7849,@jetblue yup 33036 feet. but no selfie.,0
7850,@jetblue mission accomplished: gave @paulgordonbrown  a hug ,1
7851,@jetblue the you above all commercials? like the legroom one,0
7852,@jetblue will do.  I will tell him you say hey.,0
7853,@jetblue my wife and i booked last minute flights for a funeral separately but we would like seats 2gether can you do this if we dm confs,0
7854,@jetblue ok thank you for the quick response jetblue still the best comp,1
7855,@jetblue im in a session presented by one of your beloved travelers @paulgordonbrowni see why you love him so much ,1
7856,@jetblue flying to denver march 1st and my flight itenary keeps getting changed what the heck...booked the trip 3 months ago,-1
7857,@jetblue had me on hold foreverrrrrr,-1
7858,@jetblue not a happy customer. we have waited patiently not to mention 150 and six months of marathon training we need 2 be there tmrw.,-1
7859,@jetblue waiting for a flight to fl for 12 marathon tmrw 4 charity. u bumped us 2a late flightr flight amp; then cancelled flightled it. how can you fix this?,-1
7860,@jetblue fliers to gain access to wsj content  analyst blog  nasdaq ,0
7861,@jetblue oh definitely. i kind of only fly jetblue.,1
7862,@jetblue if you want to fly in a storm that is your right. but give us the choice. we have kids and do not want to chance it. nixchangefees,-1
7863,@jetblue thanks for getting me to orlando early happiness,1
7864,@jetblue portauprince haiti for continued food distribution medical supplies amp; orphan care!  flyingitforward ,0
7865,@jetblue while in haiti id do food distribution for hundreds of hungry kids in nearby villages. flyingitforward ,0
7866,@jetblue I would go back to haiti to deliver shoes booksamp;medicine to kids i met in orphanage last year. flyingitforward ,0
7867,@jetblue airways now covered by bank of america (jblu)  dakota financial news ,0
7868,@jetblue i would like to receive offers.,0
7869,@jetblue may i check my 17monthold childs foldup crib for free on my flight tomorrow similar to your policy for infant car seats?,0
7870,@jetblue offers free flights for fly it forward campaign   via @usatodaytravel travel cause,0
7871,@jetblue when are you guys doing a dualcam with @redreserve ?,0
7872,@jetblue airways stock rating lowered by vetr inc. (jblu)  dakota financial news ,0
7873,@jetblue you fail. snow coming to dc area. tried to get on earlier flight. you refused. now flight 6.5 hours delayed. greedy and foolish.,-1
7874,@jetblue do you have a waiver for ny weather today?,0
7875,@jetblue got it. thanks,1
7876,@jetblue: @benjaminokeefe thanks for including us on your tour! did you pack your winter coat?unfortunately yes  werenotincalianymore,-1
7877,@jetblue even though this flight 226 did not have much needed hot beverages 4 us nyers the landing was super smooth   happytweet,1
7878,@jetblue going to san juan!,0
7879,@jetblue is the website down? cannot print boarding pass,-1
7880,@jetblue thanks for getting me to boston early for @tuftsenergyconf breaking barriers to a clean energy future,1
7881,@jetblue thanks!,1
7882,@jetblue are you going to be giving travel agent rates to those who hold an iata card ???,0
7883,@jetblue thanks for the complimentary upgrade to first.  you are the best!,1
7884,@jetblues ceo battles to appease passengers and wall street  waterbury republican american ,0
7885,@jetblue ah no the staff was perfect this morning at jfk more sleep for me!! :),1
7886,@jetblue @airbus  wow awesome videos guys  great work. bluemanity corevalues  passion aerojobmarket avgeek,1
7887,@jetblue @airbus wow what an amazing video  great world guys bluemanity corevalues passion aerojobmarket,1
7888,@jetblue today my family gets to experience mosaic status w me! lifeisgood,1
7889,@jetblue real shit my nigga north do not play around!,0
7890,@jetblue word thanks,1
7891,@jetblue by any chance do u offer fresh guacamole on your flights,0
7892,@jetblue get me out of this 7 degree weather...here we go! westpalmbeachbound  ,0
7893,@jetblue airways lowered to strong sell at vetr inc. (jblu)  mideast time ,0
7894,@jetblue thank you ! what about paris ? could we arrange something from there ?,0
7895,@jetblue we are trying to go as far away from kingscollegelondon as possible for charity today. would you help us ? jailbreak rag,0
7896,@jetblue fliers to gain access to wsj content  @zackscom ,0
7897,@jetblue it is not ideal but it is okay. better late flight than never! :),-1
7898,@jetblue yeah that is all been done. define incidentals? how much can i spend on gear so this trip is not a waste?,-1
7899,@jetblue so you guys lost my bag that had all my ski gear in it. i flew here from nyc to ski. should i buy new stuff tomorrow? ...,-1
7900,@jetblue 162 smf to jfk!,1
7901,@jetblue if you had love to see more girls be inspired about becoming pilots rt our free woaw event march 28 at abq. ,0
7902,@jetblue thanks anyways @southwestair has my back! awesome rate amp; amazing customer service nomoreaggravation,0
7903,@jetblue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days only looking for group rates. bossju 512 to 519 10 people,-1
7904,@jetblue you are customer service is terrible. neveragain flywhonotblue,-1
7905,@jetblue now we are delayed until 1:02! this is ridiculous,-1
7906,@jetblue you are flight attendants suck and are always rude :( 4th bad experience with jetblue tonight :,-1
7907,@jetblue says the person who has not been delayed for hours and now sitting on a runway with a wailing baby ;),-1
7908,@jetblue flight 672 delayed from 9:30 to 11:47 now still sitting on runway over 15 minutes so far. air travel at its best.,-1
7909,@jetblue oh. makes sense. my bad.,0
7910,@jetblue 1242 now?! i may cry!,-1
7911,@jetblue why will not the site let me book tickets for nov for jfk to kin?,-1
7912,@jetblue late flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.  flt348,-1
7913,@jetblue of course !!!!,1
7914,@jetblue thank you,1
7915,@jetblue thanks! I will do it.,1
7916,@jetblue yes i do. i will get you exact data. your download is fine it is your upload bandwidth and ping that are the issue. ping especially,-1
7917,@jetblue @ferrissalameh love jetblues speedy twitter customer service.,1
7918,@jetblue since high likelihood of snow at time of flight tomorrow any chance i can rebook for sunday?,0
7919,@jetblue: dca to nantucket  washington business journal ,0
7920,@jetblue thanks!,1
7921,@jetblue traveling with two kids tomorrow (ages 7 and 4) domestic do they need birth certificates to check in at airport?,0
7922,@jetblue thank you so much for your effort,1
7923,@jetblue thanks for letting us know. hoping for no more delays!,1
7924,@jetblue appreciate the response worst part is losing the non refundable hotel in orlando. your crew blamed wind! hoping for no more delays!,-1
7925,@jetblue flight 1183 to orlando.,0
7926,@jetblue this is awful! flight out of jfk for our honeymoon is delayed again until 1225 am and we lost money on a hotel now! delayforwhat?,-1
7927,@jetblue my phone number when you have any news for me is (631)8915722,0
7928,@jetblue flight 348 is a freaking nightmare tonight sittingonthetarmac delay,-1
7929,@jetblue  i used points can i get them back if i decide not to go?,0
7930,@jetblue is that one on the picture ,0
7931,@jetblue i appreciate the speedy response. but the longer you delay the more inconvenience you put on your customers. please nix change fee!,-1
7932,@jetblue thanks!!,1
7933,@jetblue can you share where it is coming from?,0
7934,@jetblue weather where?  it is 60 in sfo and flight 834 is still on time to boston.,0
7935,@jetblue: @dlewis2412 sorry! please ask inflght if there is an open seat you can move to. will do!,0
7936,@jetblue whats going on with flight 2034.  delayed beyond 834.  shouldnt thre flights switch at that point?,-1
7937,@jetblue thanks for the info... figured that was the case. hopefully my new hashtag will change that ;) abcletjetbluestreamfeed,1
7938,@jetblue what is up with the broken tv in seat 6f on flight 1818 today? planned to catch the @cavs game!!! nooooo,-1
7939,@jetblue april 6th. anything specific i should know for my first flight?,0
7940,@jetblue i bein calling jetblue no respond i leave my number no call back i think jetblue is loosing a customer,-1
7941,@jetblue I am on flt 700 lax to fll both ppl are sleeping so id rather not disturb in flight. tried to dl movie no go ,-1
7942,made it to costa rica and back @jetblue missing it already!  pura vida!,-1
7943,@jetblue me again :) you do not have abc on inflight tv do you? (if so what channel? sharktank is on!),0
7944,@jetblue love you guys. you know that. but i paid for prem. wifi toplay @vainglorygame. no go. ping terrible  up too ,-1
7945,@jetblue saved the day:) @expedia lost a costumer jetblue makingthingseasy feelbetter,1
7946,@jetblue 266 at lgb in sunny so cal ,0
7947,@jetblue do you think snow in boston on 224 will effect my flight?,0
7948,@jetblue @markiepost I would like to see markie too.,0
7949,@jetblue who do you think is gonna win mayweather or pacquiao?,0
7950,@jetblue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on tarmac... worst,-1
7951,@jetblue yes! terra blue chips were my favorite. :),1
7952,@jetblue i dmd my confirmation code... thanks again for your help! mommy daddy and kids appreciate it!,1
7953,@jetblue airways corporation insider trading update  rock hill daily ,0
7954,@jetblue thanks! i only loose em at airports...1st time we found it. i think @fitbit needs to make flexes that stay on when carrying bags!,0
7955,@jetblue i do not have enough hands to count the number of times something like this has delayed my flight with you guys. very disappointed.,-1
7956,@jetblue just called that number and left message. are you at to pass along message to team too?,-1
7957,cool! @jetblue: @hgeronemus we are 60 there and anticipate completing installation on all our a320s this year. ,1
7958,@jetblue love you guys sooooooo much. ridiculously appreciated! a service!,1
7959,@jetblue any option for luggage assistance on the ground at hpn? flight 2168 delayed 2 hours amp; we will have 2 sleeping kids when we land,-1
7960,@jetblue can you ask slc checkinbag drop if they found a dark blueblackish fit bit flex? would have lost it there around 445pm mt,-1
7961,@jetblue you are officially my favorite thank you for the wonderful service at jfk,1
7962,@jetblue seriously?? what is going on?! ,-1
7963,@jetblue any news on flight 122 pbiboston delay? can we wait to arrive at airport based on reported 1 and 12 hour delay?,-1
7964,@jetblue airways corporation (nasdaq:jblu) reaches on new high range ...  streetwise report ,1
7965,@jetblue thanks...,1
7966,.@jetblue I am sorry.  boarding chaos is underway.  please query again post scrum.,-1
7967,@jetblue were boarding now I am really not impressed. I have learnt a very valuable lesson .,-1
7968,@jetblue question flying for the 1st time with my 16mont old son...do i need to bring anything for him? birth certificates.s. card etc?,0
7969,.@jetblue process begins 6:48,0
7970,.@jetblue yes. filed a claim and they issued 30 credit as a courtesy. the whole thing seems exceptionally uncourteous to me.,-1
7971,.@jetblue yes and not boarding at 6:44. good luck with that. push wheels up to reality.  dare you.,-1
7972,@jetblue i tried a burger which was good but expensive! were lead to believe that food in the usa is cheap butnot here!,-1
7973,@jetblue I am a trying ! but I am tired and getting grumpy !,-1
7974,@jetblue flight1407 it is been a long day! arrived from london at 11 this morning,-1
7975,@jetblue why not deal with that while the planes on the ground instead of diverting the plane amp; adding 2 hrs to the flight?,-1
7976,@jetblue looks like their inflatable car seats got left on the plane so i guess they will be back sometime!! savethoseseats,-1
7977,@jetblue imma need the hook up tho,0
7978,@jetblue thanks!,1
7979,@jetblue so what about california,0
7980,@jetblue thanks. which day of the week is the direct?  the flights i saw went thru jfk   ,0
7981,@jetblue hawaii what deals u have for me,0
7982,@jetblue thank you.,0
7983,@jetblue jan 5? that is not summer ,-1
7984,@jetblue you all got prices for the low??,0
7985,@jetblue  looking forward to it when we finally take off.,1
7986,@jetblue no the flight was not until 9:51pm but it is already been delayed.,-1
7987,@jetblue why must you always delay my late flight night orlando flights? ,-1
7988,@jetblue ...second incident of lost baggage.  i sent you a dm.  thoughts?,-1
7989,@jetblue maybe announce the delay so we do not sit on the plane on the runway for an hour before taking off,-1
7990,@jetblue please come to indianapolis!,1
7991,@jetblue flight 691 from bos to tampa takeoff 40 min late flight,-1
7992,@jetblue when will you release november flights for flight booking problems?,0
7993,.@jetblue ah grasshopper your twitterz kung fu no good.  hire geeks. ,-1
7994,@jetblue did you discontinue nonstop service from sjc to bos? cannot find 471 or 472 anywhere,-1
7995,@jetblue noooo!! why is our previously direct flight from fllgt;sfo diverted to las? now arriving almost 2 hrs late flightr. ,-1
7996,well lets see.  you could pay for my negroni with bitcoin. @jetblue,-1
7997,@jetblue do you know when the schedule for dec 2015 will be released?,0
7998,@jetblue do you have direct flights to and from bos to st lucia or antigua?,0
7999,@jetblue okay thanks. hope to be flying with you guys soon!,1
8000,@jetblue do you have any afternoon flights going from bqn to jfk? i only seem to find early morning flights.,0
8001,@jetblue I am flying your airline just out of lga ,0
8002,@jetblue he loved the natural beefjerky snacks,1
8003,@jetblue thanks for your reply. it was flight 1572.,1
8004,@jetblue who is he i must send a note!!! too good for words!,1
8005,@jetblue captain takes as lot of muscles to frown but just a few to smile. you all ready to go flyin? i mean... now i am!,0
8006,@jetblue cannot seem to dm you guys.. jdhadp,-1
8007,@jetblue  loving capt joe on our flight from bos to sfo 633. this should be fun!,1
8008,@jetblue two delays.  a little proactive communication goes a long way. howhardcanthatreallybe?,-1
8009,@jetblue  worst view for an athlete; watching your team from the front seat of the chase van nogearnotraining,-1
8010,@jetblue it was fabulous! very pleased.,1
8011,@jetblue I will take 3 round trip tickets to the closest warmest place please! negativedegrees buffalo snowwillnevermelt,0
8012,@jetblue you know it!!,0
8013,@jetblue @hanneslohmann cool,0
8014,@jetblue u the real mvp ,1
8015,@jetblue no worries. time flew in the terminal and now we are taking off. thanks again!,1
8016,@jetblue messaged you thanks,1
8017,@jetblue will i be compensated for delays or cancelled flightlation?,0
8018,@jetblue i will. thank you!,1
8019,@jetblue dang. pandora? does it look like it may get pushed back more or is this likely it?,0
8020,@jetblue poor storm customer service 1hr takeoff delay waiting for the snack cart rude steward (no names) and i love you guys. trueblue,-1
8021,@jetblue saving my sanity. leaving it behind for sunshine. escape fl bliss travel indenial whatfrozenpipes ,0
8022,@jetblue before departure while people who are delayed get up to 200 to compensate their time..,-1
8023,@jetblue no it is one I am trying to make but it is probably too late flight. i did not see an email that i could call. pittsburgh international.,-1
8024,@jetblue i have more flights that I would love to redeem for some points but they are a little over a year old. is there a historical limit?,0
8025,@jetblue has the worst customer service out of any airline company. dontflythem,-1
8026,@jetblue what is up with the random delay on flight 1729? any chance of it being a false alarm?,-1
8027,@jetblue i lost a day at the airport and off my trip i should be compensated for the inconvenience!!!!!,-1
8028,@jetblue thanks for the reminder of a few older flights I would taken and the easy access to add points to my new jb account! awesome service.,1
8029,@jetblue can i switch my seat for my trip on sunday?,0
8030,@jetblue @americanair ah ha! i misread the end date as being 2014 not 2015. thanks for clarifying :),1
8031,@jetblue what is the reason for the delay,-1
8032,@jetblue where do i add my aa loyalty number to my jetblue reservation?,0
8033,@jetblue I will see you on board again soon!,1
8034,@jetblue is flt 1202 delayed?,0
8035,@jetblue afterall indeed!  lovesongfriday cheesy 80sweresomuchfun brandloveaffair,0
8036,@jetblue heading to buffalo... trading the cold in boston for colder in buffalo... maybe the caribbean next time?,1
8037,@jetblue and @wsj team up offering inflight access to journal content ,0
8038,@jetblue of course u know i would like 2 lay you down in a bedofroses as long as they are mint colored!  brandmance,1
8039,@jetblue now ur asking for the heavy guns! you know iwoulddoanythingforlove  brandmance lovesongfriday,0
8040,@jetblue well mine sure are not anything to write home about!,0
8041,this is so smart it makes me angry mt @jetblue: weve partnered with @wsj to bring you free digital access onboard! ,1
8042,@jetblue ooh! good one! speaking of miamore  just know that iadore  loving lovesongfriday,1
8043,@jetblue well I am not sure I am that bold! lol or are you saying you did not believe me?? :p,0
8044,@jetblue i love this song lt;3 thanks @jetblue,1
8045,@jetblue let us just say idontwannalivewithoutyourlove  itwasminttobe bestinclasssocial thankyou travel business,0
8046,@jetblue and the from @wsj team to offer inflight access to journal ...  digital journal ,0
8047,@jetblue i did.... would be nice to see more services out of @triflight instead of having to drive 34 hrs to like charlotte or atlanta,0
8048,@jetblue currently dancing in the terminal. love stevie!,1
8049,@jetblue thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :),1
8050,@jetblue we already won the tickets but she is totally on a beach right now. flightlanding sunscreen feelsgood ,0
8051,@jetblue will you please start offering more routes out of @triflight to more locations,0
8052,chair selfie @jetblue: @stacycrossb6 @phlairport @saharasams  everyone looks flawless ;) we are so proud of our phl crew! blueheros,1
8053,@jetblue @wsj jetblue treated me right as a disabledtraveler thanks for a no hassle flight to @jamaica,1
8054,@jetblues ceo battles to appease passengers and wall street  waterbury republican american ,-1
8055,@jetblue I am looking every day just watching for a deal. i have specific dates so fare finder does not help me,0
8056,@jetblue flight booked! heading out to california with the @wikipearl team for  @natprodexpo on march 68! cannot wait! expowest,1
8057,@jetblue totally would have.... but the outside view was even more camera ready haha evenmorespace evenmoreview ,1
8058,@jetblue dont really know what that means but this isnt the best firsttimeflyingwa16mo old experience. likelihood of addtl delays 2nt?,-1
8059,@jetblue sent :) curious to see what kind of comp we get.,1
8060,@jetblue i cannot wait to hear back from you regarding the internship opportunity! ,1
8061,@jetblue why do not you fly to nashville? :(,0
8062,@jetblue i  jetblue but i was on flt 277 from fll to sfo. tke off was over 1 hr late flight div to phx amp; got in 2 hrs late flight. what will be done?,-1
8063,@jetblue sis and 16 month old nephew are. last nights flight and this am mega delayed. now this evenings is starting w delays. why?,-1
8064,@jetblue challenge accepted. first 5 crew members to send pics in the chairs get free tickets to visit us. wager isitsummeryet,0
8065,@jetblue what is a good address to send feedback over email?,0
8066,@jetblue thanks for the 100 credit because of the 4hr delay. i can tell customer service means a lot to you thankful,1
8067,@jetblue what is going on with your bdl to dca flights yesterday and today?! why is every single one getting delayed?,-1
8068,@jetblue i did. they said not as of now. let us cross fingers it happens before departing,0
8069,@jetblues ceo battles to appease passengers and wall street  lake wylie pilot ,0
8070,@jetblue ok cool.  i need to listen to some dre and snoop en route to la.  that would have been a shame.,0
8071,@jetblue basically stole my glasses and now i cannot drive or see in my classes and they are not answering my phone calls. thanksjetblue,-1
8072,@jetblue thank you for always have the most amazing customer service! bring on the disney princess half marathon,1
8073,@jetblue we have been delayed for almost 2 hrs. i take jetblue because I have had good luck but today is really frustrating.,-1
8074,@jetblues ceo battles to appease passengers and wall street  waterbury republican american ,0
8075,@jetblue trivia contest to win flight. 1 question. rt and follow amp; I will send you answer to enter.  via @wsjplus,0
8076,@jetblue i definitely will. thanks!,1
8077,@jetblue I am makingloveoutofnothingatall on my brandloveaffair to lax ,1
8078,@jetblue something they are not telling us (2),-1
8079,@jetblue that is what we have been told however how would this work if you are going overseas? bottom line is passengers feel as if there is (1),0
8080,@jetblue we have been on the runway for over an hour. now the water pressure is low and taxiing back for maintenance. 1572,-1
8081,@jetblue thanks for the heads up about the 2 hour delay sarcasm patienceiswearingthin woof,-1
8082,@jetblue hi! just wanted to see if you have any new routes planned this year for newark. love flying you guys and hope to do so more!,1
8083,@jetblue when i sign in into trueblue why do i have to do it twice? happens to everyone around me,-1
8084,@jetblue mechanical failure is not boston fault.,-1
8085,@jetblue oh that totally looks on par with @americanairs admirals club; any way you can slide us a couple passes? ;),1
8086,@jetblue 290 to boston,-1
8087,@jetblue thanks bae,0
8088,@jetblue im going to miss a hugely important meeting because of your constant delays itscostingmeincome,-1
8089,@jetblue gr8 mint crew on flight 123 to lax they are mintalicious truebluelove shelleyandmarcrock travel air,1
8090,@jetblue thanks for offering this service guys! ,1
8091,@jetblue when your flights delayed :)))gt;gt;gt;,-1
8092,@jetblue what can i say I am lostinlove wour brandmance  wemosaictogether mint love,1
8093,@jetblue should i be nervous about a sunday am flight baltimore to boston? any suggestions on what i can do? need to be in boston by monday.,0
8094,@jetblue you guys rock!! ,1
8095,that would be great! i never thought I would be the sort whod be into them but it really makes the flying experience more bearable @jetblue,1
8096,@jetblue sorry to report we are stuck on tarmac.. being held so notwheelsup,-1
8097,@jetblue thanks to the gent on the phone who fixed my bosmco flight and the fee waiver! a320 now :) flyfi ! i forget her name :(,1
8098,@jetblue airways hits new 52week high at 17.58 (jblu)  sleekmoney ,0
8099,i was a bit steamed in conjunction wmy new 7hour wait at first but having sat down and bought a bit of tea I have settled some @jetblue,-1
8100,thanks! hope i do not look like a complainer I have written of good experiences wyou in the past and am making do in terminal 5 :) @jetblue,1
8101,@jetblue we had love to help shanese bryantmelton a hardworking grandmother from dc go to miami. it is on her bucket list. flyitforward,0
8102,@jetblue just signed up for trueblue and booked a flight but keep getting an error when i try to link it to my tb account. what is the deal?,0
8103,@jetblue success! good work jetblue team,1
8104,@jetblue i hope so. the plane does appear to be leaving a nearby terminal for our gate.,0
8105,@jetblue great flight! great view! :) ,1
8106,@jetblue beautiful ride. thanks again:),1
8107,@jetblue perfect! probably need some coffee to stay awake during the night ;),1
8108,@jetblue appreciate what you have done on your end to make this right but still unhappy with initial incident. will be calling.,-1
8109,@jetblues ceo battles to appease passengers and wall street  waterbury republican american ,0
8110,lines may be extra long or security slow but seems your employees too quick to blame customers who do not arrive 34 hours ahead @jetblue,-1
8111,then you better holdon  everythingsgonnabealright @jetblue 4 our brandloveaffair  truebluelove travel business,1
8112,@jetblue this is the error message: paper tickets cannot be serviced online.please see a jetblue crewmember for assistance.,-1
8113,@jetblue are there any food places open at the jfk t5 24?,0
8114,@jetblue ccndjp i can send a screen shot of the systems error if an email address is provided,-1
8115,@jetblue inconvenience is an understatement. more like torture. clearly going down the wrong path jetblue.,-1
8116,@jetblue do not just cling on to the safety card. it safety was really an issue then flight would have landed immediately. .,-1
8117,@jetblue no. did not catch his name. i am sure jason will know.,0
8118,@jetblue i waited in line all that time to be told by a crewmember that there is no update until 9:30 3hrdelay disappointed,-1
8119,@jetblue   phone agents cannot see same flights i see online???  cannot change tickets even when i am paying. very frustrating jetblue,-1
8120,@jetblue why was flight 669 forced to return to ny when there was a malfunction? why not land in the countless air strips surrounding chi?,-1
8121,@jetblue haha no need to apologize  I will be flight booking problems sooner than late flightr. i love jetblue,1
8122,@jetblue oh i will. disney bound. workhard playsoon,0
8123,@jetblues ceo battles to appease passengers and wall street  @thevdt ,0
8124,@jetblue denverboston 210 flight 994  and bostondenver 215 flight 493 (both planes!) visible snack crumbs on seats on all upon boarding,-1
8125,@jetblue felt a bit like they were adding insult to injury since we will be in terminal 5 for seven hours until the next flight :,-1
8126,@jetblue you guys get rid of the hip hop stations on sirius xm?,0
8127,@jetblue i knew the 34 hours sounded odd; missed a flight we hit jfk an hour early for and your gate  attendant told us 34 :(,-1
8128,@jetblue well being on time is not going to happen now. safety does come 1at. looks like I will have 2 look 4 another flight now 1sttimeflyer,-1
8129,@jetblue airways to continue various commercial relationships with lufthansa ...  @capaaviation ,0
8130,@jetblue u said 15mins to take off and now we were told 1hr more delay amp; possible cancelled flightlation. how do u plan to rectify this? frustrated,-1
8131,@jetblue cannot wait! I will be the one who cannot contain herself. ,1
8132,@jetblue i hope so. wanted an early flight to avoid the airport chaos but it is too late flight for that!,-1
8133,@jetblue big thanks to ricardo olavarria at reagan airport. fixed our ticket and made sure we made it for our friends wedding greatservice,1
8134,@jetblue really!? that is good to hear! thanks for the update @walls29 we may make that business meeting after all.,1
8135,@jetblue spent most of the winter in nny with mom  jetblue will take me home to fl via bos on mon. miss hubby kitties warm countingdown,0
8136,@jetblue hey any chance you have an update on flight 99 hartford to d.c.?,0
8137,@jetblue no updates on anything! all we know is there is an issue with the front wheels being locked.,-1
8138,@jetblue flight 99 to dca 2 delays I am all for erring on the side of safety but it is an inconvenience to people with connecting flights!!,-1
8139,@jetblue has d.c. thinking about summer with new nantucket service  broadway world ,0
8140,@jetblue it is time for our brandmance 2 go upwherewebelong ,0
8141,@jetblue and the from @wsj team to offer inflight access to journal ...  broadway world ,0
8142,@jetblue pdx to jfk was suuuuper hot.,1
8143,@jetblues ceo pilots among ardent fans wall street  poughkeepsie journal ,0
8144,@jetblue is it june yet? ,0
8145,@jetblue airways hits new 12month high at 17.58 (jblu)  wkrb news ,0
8146,@jetblue eta for flight 802 into orlando this morning,0
8147,@jetblue using a321 jfksea for summer 2015. it will be my first a321 flight ever! no mint to seattle core config only.,0
8148,@jetblue how much for a trip to a warm island @samchampion ,0
8149,@jetblue has dc thinking about summer with new nantucket service  @marketwatch ,0
